invoice_id,StockCode,product_name,quantity,transaction_date,unit_price,customer_id,country,total_line_value
540809,21899,"KEY FOB , GARAGE DESIGN",24,01/11/11,0.65,18095,United Kingdom,15.6
540816,22729,ALARM CLOCK BAKELIKE ORANGE,2,01/11/11,3.75,15518,United Kingdom,7.5
540817,21754,HOME BUILDING BLOCK WORD,3,01/11/11,5.95,14209,United Kingdom,17.85
540824,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,01/11/11,2.55,12728,France,22.95
540826,22882,NUMBER TILE VINTAGE FONT 3,12,01/11/11,0.42,13102,United Kingdom,5.04
540827,22469,HEART OF WICKER SMALL,6,01/11/11,1.65,17569,United Kingdom,9.9
540827,84378,SET OF 3 HEART COOKIE CUTTERS,5,01/11/11,1.25,17569,United Kingdom,6.25
540834,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24,01/11/11,0.95,14733,United Kingdom,22.8
540839,22292,HANGING CHICK YELLOW DECORATION,3,01/11/11,1.45,16791,United Kingdom,4.35
540856,22627,MINT KITCHEN SCALES,2,01/12/11,8.50,16655,United Kingdom,17
540856,21188,3D HEARTS HONEYCOMB PAPER GARLAND,12,01/12/11,2.95,16655,United Kingdom,35.4
540915,22558,CLOTHES PEGS RETROSPOT PACK 24,12,01/12/11,1.49,13267,United Kingdom,17.88
540943,21935,SUKI SHOULDER BAG,3,01/12/11,1.65,17841,United Kingdom,4.95
540946,22511,RETROSPOT BABUSHKA DOORSTOP,8,01/12/11,1.25,12359,Cyprus,10
540953,22083,PAPER CHAIN KIT RETROSPOT,2,01/12/11,2.95,14587,United Kingdom,5.9
540955,71053,WHITE METAL LANTERN,2,01/12/11,3.75,14715,United Kingdom,7.5
540957,21242,RED RETROSPOT PLATE,8,01/12/11,1.69,15311,United Kingdom,13.52
540957,21238,RED RETROSPOT CUP,4,01/12/11,0.85,15311,United Kingdom,3.4
540957,21175,GIN + TONIC DIET METAL SIGN,2,01/12/11,2.10,15311,United Kingdom,4.2
540957,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,01/12/11,1.25,15311,United Kingdom,15
540957,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1,01/12/11,1.65,15311,United Kingdom,1.65
540968,22111,SCOTTIE DOG HOT WATER BOTTLE,5,01/12/11,4.95,17338,United Kingdom,24.75
540968,21159,MOODY BOY DOOR HANGER,2,01/12/11,1.45,17338,United Kingdom,2.9
540971,21242,RED RETROSPOT PLATE,8,01/12/11,1.69,12383,Belgium,13.52
540975,21524,DOORMAT SPOTTY HOME SWEET HOME,3,01/12/11,7.95,14040,United Kingdom,23.85
540975,22692,DOORMAT WELCOME TO OUR HOME,2,01/12/11,7.95,14040,United Kingdom,15.9
540991,85049E,SCANDINAVIAN REDS RIBBONS,12,01/12/11,1.25,16525,United Kingdom,15
540994,21557,SET OF 6 FUNKY BEAKERS,6,13/01/11,2.95,13089,United Kingdom,17.7
540997,51014A,"FEATHER PEN,HOT PINK",12,13/01/11,0.85,17368,United Kingdom,10.2
540998,84378,SET OF 3 HEART COOKIE CUTTERS,24,13/01/11,1.25,15290,United Kingdom,30
541004,22768,FAMILY PHOTO FRAME CORNICE,2,13/01/11,9.95,18190,United Kingdom,19.9
541010,22483,RED GINGHAM TEDDY BEAR,6,13/01/11,2.95,14114,United Kingdom,17.7
541021,85099F,JUMBO BAG STRAWBERRY,100,13/01/11,1.65,13093,United Kingdom,165
541086,85136A,YELLOW SHARK HELICOPTER,2,13/01/11,7.95,16503,United Kingdom,15.9
541087,22849,BREAD BIN DINER STYLE MINT,2,13/01/11,16.95,13614,United Kingdom,33.9
541091,22804,CANDLEHOLDER PINK HANGING HEART,6,13/01/11,2.95,16814,United Kingdom,17.7
541103,84497,BUTTONS AND STRIPES NOTEBOOK,6,13/01/11,3.75,14215,United Kingdom,22.5
541107,22066,LOVE HEART TRINKET POT,12,13/01/11,1.45,17744,United Kingdom,17.4
541110,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,13/01/11,0.65,15916,United Kingdom,7.8
541113,21527,RED RETROSPOT TRADITIONAL TEAPOT,2,13/01/11,7.95,16775,United Kingdom,15.9
541115,22272,FELTCRAFT DOLL MARIA,6,13/01/11,2.95,12578,Italy,17.7
541120,21881,CUTE CATS TAPE,24,14/01/11,0.19,12490,France,4.56
541120,22704,WRAP RED APPLES,25,14/01/11,0.42,12490,France,10.5
541126,84916,HAND TOWEL PALE BLUE W FLOWERS,10,14/01/11,1.25,15626,United Kingdom,12.5
541126,22228,BUNNY WOODEN PAINTED WITH BIRD,12,14/01/11,0.85,15626,United Kingdom,10.2
541135,22083,PAPER CHAIN KIT RETROSPOT,12,14/01/11,2.95,16233,United Kingdom,35.4
541136,22848,BREAD BIN DINER STYLE PINK,4,14/01/11,14.95,18229,United Kingdom,59.8
541138,79190B,RETRO PLASTIC POLKA TRAY,15,14/01/11,0.42,12553,France,6.3
541202,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,14/01/11,1.95,17581,United Kingdom,39
541206,21981,PACK OF 12 WOODLAND TISSUES,144,14/01/11,0.29,14646,Netherlands,41.76
541208,22396,MAGNETS PACK OF 4 RETRO PHOTO,24,14/01/11,0.42,15159,United Kingdom,10.08
541215,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,14/01/11,8.50,14329,United Kingdom,34
541216,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,14/01/11,1.25,15311,United Kingdom,15
541223,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,14/01/11,1.25,17954,United Kingdom,1.25
541227,21533,RETROSPOT LARGE MILK JUG,12,14/01/11,4.25,16839,United Kingdom,51
541238,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,16/01/11,3.95,16746,United Kingdom,3.95
541241,22296,HEART IVORY TRELLIS LARGE,2,16/01/11,1.65,13782,United Kingdom,3.3
541248,22561,WOODEN SCHOOL COLOURING SET,1,16/01/11,1.65,12748,United Kingdom,1.65
541256,22384,LUNCH BAG PINK POLKADOT,10,16/01/11,1.65,13048,United Kingdom,16.5
541259,20727,LUNCH BAG BLACK SKULL.,10,16/01/11,1.65,14404,United Kingdom,16.5
541263,22721,SET OF 3 CAKE TINS SKETCHBOOK,6,16/01/11,4.95,16843,United Kingdom,29.7
541265,22242,5 HOOK HANGER MAGIC TOADSTOOL,3,16/01/11,1.65,17609,United Kingdom,4.95
541267,84917,WHITE HAND TOWEL WITH BUTTERFLY,20,17/01/11,1.25,12779,Poland,25
541268,22951,60 CAKE CASES DOLLY GIRL DESIGN,6,17/01/11,0.55,12872,United Kingdom,3.3
541274,84917,WHITE HAND TOWEL WITH BUTTERFLY,10,17/01/11,1.25,15696,United Kingdom,12.5
541274,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,17/01/11,2.55,15696,United Kingdom,15.3
541279,84378,SET OF 3 HEART COOKIE CUTTERS,24,17/01/11,1.25,18223,United Kingdom,30
541279,48111,DOORMAT 3 SMILEY CATS,2,17/01/11,7.95,18223,United Kingdom,15.9
541280,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,6,17/01/11,2.55,15296,United Kingdom,15.3
541281,21397,BLUE POLKADOT EGG CUP,1,17/01/11,1.25,17988,United Kingdom,1.25
541282,22624,IVORY KITCHEN SCALES,2,17/01/11,8.50,17690,United Kingdom,17
541282,22730,ALARM CLOCK BAKELIKE IVORY,2,17/01/11,3.75,17690,United Kingdom,7.5
541285,85099C,JUMBO BAG BAROQUE BLACK WHITE,10,17/01/11,1.95,13001,United Kingdom,19.5
541286,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,17/01/11,2.55,13982,United Kingdom,81.6
541357,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,6,17/01/11,1.25,14238,United Kingdom,7.5
541406,21843,RED RETROSPOT CAKE STAND,1,17/01/11,10.95,14657,United Kingdom,10.95
541410,22077,6 RIBBONS RUSTIC CHARM,12,17/01/11,1.65,13089,United Kingdom,19.8
541410,22669,RED BABY BUNTING,5,17/01/11,2.95,13089,United Kingdom,14.75
541410,22767,TRIPLE PHOTO FRAME CORNICE,4,17/01/11,9.95,13089,United Kingdom,39.8
541413,21472,LADYBIRD + BEE RAFFIA FOOD COVER,1,17/01/11,3.75,13859,United Kingdom,3.75
541417,21175,GIN + TONIC DIET METAL SIGN,1,17/01/11,2.10,16033,United Kingdom,2.1
541417,22292,HANGING CHICK YELLOW DECORATION,4,17/01/11,1.45,16033,United Kingdom,5.8
541428,22469,HEART OF WICKER SMALL,12,18/01/11,1.65,14242,United Kingdom,19.8
541430,22055,MINI CAKE STAND HANGING STRAWBERY,32,18/01/11,1.45,12356,Portugal,46.4
541434,85180A,RED HEARTS LIGHT CHAIN,24,18/01/11,1.25,14911,EIRE,30
541485,84378,SET OF 3 HEART COOKIE CUTTERS,1,18/01/11,1.25,18118,United Kingdom,1.25
541491,21889,WOODEN BOX OF DOMINOES,12,18/01/11,1.25,12510,Spain,15
541504,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,18/01/11,3.75,14415,United Kingdom,3.75
541510,22840,ROUND CAKE TIN VINTAGE RED,1,18/01/11,7.95,14428,United Kingdom,7.95
541510,22839,3 TIER CAKE TIN GREEN AND CREAM,1,18/01/11,14.95,14428,United Kingdom,14.95
541513,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,12,18/01/11,1.25,17576,United Kingdom,15
541518,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,12,19/01/11,2.95,12451,Switzerland,35.4
541518,85049D,BRIGHT BLUES RIBBONS,36,19/01/11,1.25,12451,Switzerland,45
541518,22212,FOUR HOOK WHITE LOVEBIRDS,12,19/01/11,2.10,12451,Switzerland,25.2
541518,20717,STRAWBERRY SHOPPER BAG,20,19/01/11,1.25,12451,Switzerland,25
541518,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,120,19/01/11,0.85,12451,Switzerland,102
541521,35004C,SET OF 3 COLOURED FLYING DUCKS,6,19/01/11,5.45,15298,United Kingdom,32.7
541523,20676,RED RETROSPOT BOWL,1,19/01/11,1.25,17708,United Kingdom,1.25
541523,21534,DAIRY MAID LARGE MILK JUG,2,19/01/11,4.95,17708,United Kingdom,9.9
541530,22915,ASSORTED BOTTLE TOP MAGNETS,12,19/01/11,0.42,14769,United Kingdom,5.04
541530,21755,LOVE BUILDING BLOCK WORD,3,19/01/11,5.95,14769,United Kingdom,17.85
541552,20712,JUMBO BAG WOODLAND ANIMALS,11,19/01/11,1.95,15039,United Kingdom,21.45
541552,21975,PACK OF 60 DINOSAUR CAKE CASES,1,19/01/11,0.55,15039,United Kingdom,0.55
541552,22684,FRENCH BLUE METAL DOOR SIGN 9,2,19/01/11,1.25,15039,United Kingdom,2.5
541564,21470,FLOWER VINE RAFFIA FOOD COVER,1,19/01/11,3.75,16904,United Kingdom,3.75
541564,21900,"KEY FOB , SHED",19,19/01/11,0.65,16904,United Kingdom,12.35
541565,22625,RED KITCHEN SCALES,1,19/01/11,8.50,14527,United Kingdom,8.5
541567,22435,SET OF 9 HEART SHAPED BALLOONS,12,19/01/11,1.25,12681,France,15
541568,22968,ROSE COTTAGE KEEPSAKE BOX,8,19/01/11,8.50,15606,United Kingdom,68
541574,21094,SET/6 RED SPOTTY PAPER PLATES,12,19/01/11,0.85,12826,United Kingdom,10.2
541587,22379,RECYCLING BAG RETROSPOT,1,19/01/11,2.10,17841,United Kingdom,2.1
541590,22295,HEART FILIGREE DOVE LARGE,12,19/01/11,1.65,13310,United Kingdom,19.8
541591,22553,PLASTERS IN TIN SKULLS,2,19/01/11,1.65,15831,United Kingdom,3.3
541591,22241,GARLAND WOODEN HAPPY EASTER,12,19/01/11,1.25,15831,United Kingdom,15
541593,23232,WRAP VINTAGE PETALS DESIGN,25,19/01/11,0.42,17611,United Kingdom,10.5
541593,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,19/01/11,1.25,17611,United Kingdom,7.5
541596,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,4,19/01/11,0.65,17602,United Kingdom,2.6
541596,35965,FOLKART HEART NAPKIN RINGS,2,19/01/11,2.95,17602,United Kingdom,5.9
541596,20974,12 PENCILS SMALL TUBE SKULL,5,19/01/11,0.65,17602,United Kingdom,3.25
541602,46000S,POLYESTER FILLER PAD 40x40cm,10,19/01/11,1.45,17231,United Kingdom,14.5
541602,21756,BATH BUILDING BLOCK WORD,1,19/01/11,5.95,17231,United Kingdom,5.95
541604,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3,19/01/11,2.55,14572,United Kingdom,7.65
541604,22955,36 FOIL STAR CAKE CASES,1,19/01/11,2.10,14572,United Kingdom,2.1
541615,22568,FELTCRAFT CUSHION OWL,3,20/01/11,3.75,16395,United Kingdom,11.25
541649,22413,METAL SIGN TAKE IT OR LEAVE IT,6,20/01/11,2.95,17418,United Kingdom,17.7
541655,22516,CHILDS GARDEN RAKE BLUE,1,20/01/11,2.10,14779,United Kingdom,2.1
541658,22757,LARGE RED BABUSHKA NOTEBOOK,3,20/01/11,1.25,15529,United Kingdom,3.75
541660,22766,PHOTO FRAME CORNICE,3,20/01/11,2.95,17787,United Kingdom,8.85
541675,22630,DOLLY GIRL LUNCH BOX,12,20/01/11,1.95,12402,Belgium,23.4
541676,21755,LOVE BUILDING BLOCK WORD,3,20/01/11,5.95,15379,United Kingdom,17.85
541677,21136,PAINTED METAL PEARS ASSORTED,16,20/01/11,1.69,12747,United Kingdom,27.04
541681,22268,EASTER DECORATION SITTING BUNNY,12,20/01/11,0.85,13008,United Kingdom,10.2
541682,22423,REGENCY CAKESTAND 3 TIER,2,20/01/11,12.75,14770,United Kingdom,25.5
541684,35965,FOLKART HEART NAPKIN RINGS,1,20/01/11,2.95,15498,United Kingdom,2.95
541684,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,20/01/11,2.95,15498,United Kingdom,2.95
541686,48138,DOORMAT UNION FLAG,6,20/01/11,7.95,16912,United Kingdom,47.7
541711,22024,RAINY LADIES BIRTHDAY CARD,72,21/01/11,0.36,14646,Netherlands,25.92
541712,85049C,ROMANTIC PINKS RIBBONS,1,21/01/11,1.25,17890,United Kingdom,1.25
541712,85049B,LUSH GREENS RIBBONS,1,21/01/11,1.25,17890,United Kingdom,1.25
541784,85132C,CHARLIE AND LOLA FIGURES TINS,4,21/01/11,9.95,17277,United Kingdom,39.8
541784,22900,SET 2 TEA TOWELS I LOVE LONDON,6,21/01/11,2.95,17277,United Kingdom,17.7
541788,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,21/01/11,0.85,13999,United Kingdom,10.2
541789,22823,CHEST NATURAL WOOD 20 DRAWERS,3,21/01/11,110.00,14088,United Kingdom,330
541789,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,28,21/01/11,3.81,14088,United Kingdom,106.68
541791,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,21/01/11,1.25,16928,United Kingdom,15
541796,22261,FELT EGG COSY WHITE RABBIT,12,21/01/11,0.85,14092,United Kingdom,10.2
541797,20728,LUNCH BAG CARS BLUE,1,21/01/11,1.65,12970,United Kingdom,1.65
541813,72741,GRAND CHOCOLATECANDLE,9,21/01/11,1.45,18239,United Kingdom,13.05
541814,22659,LUNCH BOX I LOVE LONDON,64,21/01/11,1.65,17306,United Kingdom,105.6
541816,21499,BLUE POLKADOT WRAP,25,21/01/11,0.42,17799,United Kingdom,10.5
541838,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,23/01/11,1.95,12916,United Kingdom,7.8
541843,21985,PACK OF 12 HEARTS DESIGN TISSUES,12,23/01/11,0.29,13659,United Kingdom,3.48
541843,21448,12 DAISY PEGS IN WOOD BOX,24,23/01/11,1.65,13659,United Kingdom,39.6
541843,84991,60 TEATIME FAIRY CAKE CASES,24,23/01/11,0.55,13659,United Kingdom,13.2
541845,21892,TRADITIONAL WOODEN CATCH CUP GAME,1,23/01/11,1.25,15167,United Kingdom,1.25
541845,21080,SET/20 RED RETROSPOT PAPER NAPKINS,1,23/01/11,0.85,15167,United Kingdom,0.85
541846,22795,SWEETHEART RECIPE BOOK STAND,2,23/01/11,6.75,13050,United Kingdom,13.5
541847,22285,HANGING HEN ON NEST DECORATION,12,23/01/11,1.65,15443,United Kingdom,19.8
541848,21989,PACK OF 20 SKULL PAPER NAPKINS,2,23/01/11,0.85,17611,United Kingdom,1.7
541848,21914,BLUE HARMONICA IN BOX,2,23/01/11,1.25,17611,United Kingdom,2.5
541849,22467,GUMBALL COAT RACK,2,23/01/11,2.55,13230,United Kingdom,5.1
541850,22637,PIGGY BANK RETROSPOT,4,23/01/11,2.55,14224,United Kingdom,10.2
541851,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,23/01/11,5.95,17841,United Kingdom,11.9
541854,22386,JUMBO BAG PINK POLKADOT,1,23/01/11,1.95,18283,United Kingdom,1.95
541854,22469,HEART OF WICKER SMALL,1,23/01/11,1.65,18283,United Kingdom,1.65
541856,22569,FELTCRAFT CUSHION BUTTERFLY,2,23/01/11,3.75,17673,United Kingdom,7.5
541857,72799E,IVORY PILLAR CANDLE SILVER FLOCK,6,23/01/11,2.95,12727,France,17.7
541857,21195,PINK HONEYCOMB PAPER BALL,12,23/01/11,2.10,12727,France,25.2
541859,22212,FOUR HOOK WHITE LOVEBIRDS,1,23/01/11,2.10,14606,United Kingdom,2.1
541866,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,24/01/11,0.65,16477,United Kingdom,10.4
541866,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,24/01/11,1.25,16477,United Kingdom,12.5
541872,21908,CHOCOLATE THIS WAY METAL SIGN,5,24/01/11,2.10,14796,United Kingdom,10.5
541874,22423,REGENCY CAKESTAND 3 TIER,16,24/01/11,10.95,15497,United Kingdom,175.2
541886,20685,DOORMAT RED RETROSPOT,2,24/01/11,7.95,15039,United Kingdom,15.9
541919,21975,PACK OF 60 DINOSAUR CAKE CASES,24,24/01/11,0.55,14334,United Kingdom,13.2
541947,23231,WRAP DOILEY DESIGN,25,24/01/11,0.42,18161,United Kingdom,10.5
541947,84378,SET OF 3 HEART COOKIE CUTTERS,12,24/01/11,1.25,18161,United Kingdom,15
541948,22091,EMPIRE TISSUE BOX,1,24/01/11,1.25,15820,United Kingdom,1.25
541949,22961,JAM MAKING SET PRINTED,12,24/01/11,1.45,18136,United Kingdom,17.4
541965,22179,SET 10 LIGHTS NIGHT OWL,6,24/01/11,6.75,12625,Germany,40.5
541965,22706,WRAP COWBOYS,25,24/01/11,0.42,12625,Germany,10.5
541974,22617,BAKING SET SPACEBOY DESIGN,1,24/01/11,4.95,14541,United Kingdom,4.95
541985,22079,RIBBON REEL HEARTS DESIGN,2,24/01/11,1.65,15052,United Kingdom,3.3
541985,20681,PINK POLKADOT CHILDRENS UMBRELLA,1,24/01/11,3.25,15052,United Kingdom,3.25
541987,21154,RED RETROSPOT OVEN GLOVE,3,24/01/11,1.25,14130,United Kingdom,3.75
542001,21206,STRAWBERRY HONEYCOMB GARLAND,48,25/01/11,0.65,14298,United Kingdom,31.2
542006,85099C,JUMBO BAG BAROQUE BLACK WHITE,10,25/01/11,1.95,15218,United Kingdom,19.5
542058,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,12,25/01/11,1.25,15601,United Kingdom,15
542080,21094,SET/6 RED SPOTTY PAPER PLATES,12,25/01/11,0.85,13815,Germany,10.2
542080,22242,5 HOOK HANGER MAGIC TOADSTOOL,8,25/01/11,1.65,13815,Germany,13.2
542084,20719,WOODLAND CHARLOTTE BAG,20,25/01/11,0.85,14680,United Kingdom,17
542090,21355,TOAST ITS - I LOVE YOU,8,25/01/11,1.25,15518,United Kingdom,10
542096,22208,WOOD STAMP SET THANK YOU,2,25/01/11,1.65,17236,United Kingdom,3.3
542107,22079,RIBBON REEL HEARTS DESIGN,2,25/01/11,1.65,16222,United Kingdom,3.3
542107,21975,PACK OF 60 DINOSAUR CAKE CASES,2,25/01/11,0.55,16222,United Kingdom,1.1
542107,22117,METAL SIGN HER DINNER IS SERVED,2,25/01/11,2.95,16222,United Kingdom,5.9
542112,84949,SILVER HANGING T-LIGHT HOLDER,6,25/01/11,1.65,13168,United Kingdom,9.9
542112,84378,SET OF 3 HEART COOKIE CUTTERS,3,25/01/11,1.25,13168,United Kingdom,3.75
542112,23231,WRAP DOILEY DESIGN,25,25/01/11,0.42,13168,United Kingdom,10.5
542112,21975,PACK OF 60 DINOSAUR CAKE CASES,4,25/01/11,0.55,13168,United Kingdom,2.2
542112,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,2,25/01/11,4.25,13168,United Kingdom,8.5
542121,22423,REGENCY CAKESTAND 3 TIER,1,25/01/11,12.75,17515,United Kingdom,12.75
542124,22585,PACK OF 6 BIRDY GIFT TAGS,12,25/01/11,1.25,14248,United Kingdom,15
542133,22079,RIBBON REEL HEARTS DESIGN,10,25/01/11,1.65,13049,United Kingdom,16.5
542142,15044A,PINK PAPER PARASOL,18,26/01/11,2.95,12971,United Kingdom,53.1
542148,21618,4 WILDFLOWER BOTANICAL CANDLES,24,26/01/11,1.25,14060,United Kingdom,30
542149,22469,HEART OF WICKER SMALL,1,26/01/11,1.65,17811,United Kingdom,1.65
542152,20723,STRAWBERRY CHARLOTTE BAG,10,26/01/11,0.85,13534,United Kingdom,8.5
542192,22491,PACK OF 12 COLOURED PENCILS,12,26/01/11,0.85,14049,United Kingdom,10.2
542192,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2,26/01/11,3.75,14049,United Kingdom,7.5
542192,22415,WHITE TISSUE REAM,1,26/01/11,7.95,14049,United Kingdom,7.95
542215,85049D,BRIGHT BLUES RIBBONS,12,26/01/11,1.25,12472,Germany,15
542216,84976,RECTANGULAR SHAPED MIRROR,6,26/01/11,1.69,14911,EIRE,10.14
542219,20725,LUNCH BAG RED RETROSPOT,10,26/01/11,1.65,17735,United Kingdom,16.5
542224,85230F,JASMINE VOTIVE CANDLE,48,26/01/11,0.29,17888,United Kingdom,13.92
542227,22801,ANTIQUE GLASS PEDESTAL BOWL,4,26/01/11,3.75,14243,United Kingdom,15
542228,21175,GIN + TONIC DIET METAL SIGN,6,26/01/11,2.10,13113,United Kingdom,12.6
542229,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,26/01/11,2.55,12474,Germany,15.3
542229,21202,DOLLY HONEYCOMB GARLAND,12,26/01/11,1.65,12474,Germany,19.8
542231,21355,TOAST ITS - I LOVE YOU,10,26/01/11,1.25,16714,United Kingdom,12.5
542231,21705,BAG 500g SWIRLY MARBLES,2,26/01/11,1.65,16714,United Kingdom,3.3
542237,22497,SET OF 2 TINS VINTAGE BATHROOM,4,26/01/11,4.25,12347,Iceland,17
542241,22908,PACK OF 20 NAPKINS RED APPLES,3,26/01/11,0.85,16409,United Kingdom,2.55
542243,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2,26/01/11,2.10,17841,United Kingdom,4.2
542247,21313,GLASS HEART T-LIGHT HOLDER,12,26/01/11,0.85,12997,United Kingdom,10.2
542266,22714,CARD BIRTHDAY COWBOY,12,26/01/11,0.42,16918,United Kingdom,5.04
542275,22796,PHOTO FRAME 3 CLASSIC HANGING,4,27/01/11,9.95,13089,United Kingdom,39.8
542276,22168,ORGANISER WOOD ANTIQUE WHITE,6,27/01/11,8.50,12764,Lebanon,51
542276,22241,GARLAND WOODEN HAPPY EASTER,12,27/01/11,1.25,12764,Lebanon,15
542278,22501,PICNIC BASKET WICKER LARGE,2,27/01/11,9.95,14911,EIRE,19.9
542303,84817,DANISH ROSE DECORATIVE PLATE,6,27/01/11,2.10,12539,Spain,12.6
542369,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,27/01/11,2.95,12645,Germany,35.4
542370,22386,JUMBO BAG PINK POLKADOT,10,27/01/11,1.95,13004,United Kingdom,19.5
542381,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,27/01/11,7.95,17213,United Kingdom,15.9
542397,84375,SET OF 20 KIDS COOKIE CUTTERS,144,27/01/11,1.85,13328,United Kingdom,266.4
542398,84050,PINK HEART SHAPE EGG FRYING PAN,2,27/01/11,1.65,13174,United Kingdom,3.3
542398,22219,LOVEBIRD HANGING DECORATION WHITE,2,27/01/11,0.85,13174,United Kingdom,1.7
542398,90146,FINE SILVER NECKLACE W PASTEL FLOWE,2,27/01/11,7.50,13174,United Kingdom,15
542398,22912,YELLOW COAT RACK PARIS FASHION,1,27/01/11,4.95,13174,United Kingdom,4.95
542406,22138,BAKING SET 9 PIECE RETROSPOT,1,27/01/11,4.95,17757,United Kingdom,4.95
542407,22814,CARD PARTY GAMES,12,27/01/11,0.42,15601,United Kingdom,5.04
542408,21830,ASSORTED CREEPY CRAWLIES,24,27/01/11,0.42,13280,United Kingdom,10.08
542420,22644,CERAMIC CHERRY CAKE MONEY BANK,4,27/01/11,1.45,17180,United Kingdom,5.8
542429,22629,SPACEBOY LUNCH BOX,12,28/01/11,1.95,13330,United Kingdom,23.4
542431,20685,DOORMAT RED RETROSPOT,4,28/01/11,7.95,12853,United Kingdom,31.8
542470,22556,PLASTERS IN TIN CIRCUS PARADE,12,28/01/11,1.65,14133,United Kingdom,19.8
542519,22659,LUNCH BOX I LOVE LONDON,12,28/01/11,1.95,15159,United Kingdom,23.4
542526,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,28/01/11,3.75,14659,United Kingdom,3.75
542526,21386,IVORY HANGING DECORATION EGG,24,28/01/11,0.85,14659,United Kingdom,20.4
542542,22726,ALARM CLOCK BAKELIKE GREEN,4,28/01/11,3.75,12431,Australia,15
542595,22021,BLUE FELT EASTER EGG BASKET,2,30/01/11,1.65,14040,United Kingdom,3.3
542595,21955,DOORMAT UNION JACK GUNS AND ROSES,1,30/01/11,7.95,14040,United Kingdom,7.95
542596,20685,DOORMAT RED RETROSPOT,2,30/01/11,7.95,14532,United Kingdom,15.9
542599,84378,SET OF 3 HEART COOKIE CUTTERS,3,30/01/11,1.25,17062,United Kingdom,3.75
542600,22766,PHOTO FRAME CORNICE,4,30/01/11,2.95,16923,United Kingdom,11.8
542605,22750,FELTCRAFT PRINCESS LOLA DOLL,1,30/01/11,3.75,17796,United Kingdom,3.75
542607,22469,HEART OF WICKER SMALL,5,30/01/11,1.65,13148,United Kingdom,8.25
542608,22268,EASTER DECORATION SITTING BUNNY,4,30/01/11,0.85,16770,United Kingdom,3.4
542608,21914,BLUE HARMONICA IN BOX,1,30/01/11,1.25,16770,United Kingdom,1.25
542608,22457,NATURAL SLATE HEART CHALKBOARD,4,30/01/11,2.95,16770,United Kingdom,11.8
542609,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,30/01/11,2.95,13161,United Kingdom,23.6
542610,22779,WOODEN OWLS LIGHT GARLAND,7,30/01/11,4.25,13148,United Kingdom,29.75
542611,20961,STRAWBERRY BATH SPONGE,10,30/01/11,1.25,15415,United Kingdom,12.5
542611,20966,SANDWICH BATH SPONGE,12,30/01/11,1.25,15415,United Kingdom,15
542611,21900,"KEY FOB , SHED",48,30/01/11,0.65,15415,United Kingdom,31.2
542611,82578,KITCHEN METAL SIGN,25,30/01/11,0.55,15415,United Kingdom,13.75
542612,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,10,30/01/11,1.25,17841,United Kingdom,12.5
542613,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,4,30/01/11,0.85,17431,United Kingdom,3.4
542617,22470,HEART OF WICKER LARGE,6,30/01/11,2.95,17463,United Kingdom,17.7
542617,21294,ETCHED GLASS COASTER,4,30/01/11,1.25,17463,United Kingdom,5
