Invoice,StockCode,Description,Quantity,transaction_date,Price,Customer ID,Country,Total_Value
521999,21706,"FOLDING UMBRELLA , RED/WHITE SPOT",3,15/11/2010,4.95,14445,United Kingdom,14.85
530329,22637,PIGGY BANK RETROSPOT,12,03/12/2010,2.55,16670,United Kingdom,30.60
535722,22668,PINK BABY BUNTING,5,11/08/2010,2.95,17607,United Kingdom,14.75
534640,20723,STRAWBERRY CHARLOTTE BAG,30,11/10/2010,0.85,13089,United Kingdom,25.50
523009,22571,ROCKING HORSE RED CHRISTMAS,96,23/11/2010,0.72,13881,United Kingdom,69.12
513050,21498,RED SPOTS WRAP,25,09/06/2010,0.42,14493,United Kingdom,10.50
524874,22139,RETRO SPOT TEA SET CERAMIC 11 PC,144,06/12/2009,4.25,12931,United Kingdom,612.00
527753,22580,ADVENT CALENDAR GINGHAM SACK,2,01/09/2010,5.95,14572,United Kingdom,11.90
521367,21426,WOODLAND STORAGE BOX SMALL,6,27/10/2010,2.10,14753,United Kingdom,12.60
511287,22502,PICNIC BASKET WICKER SMALL,2,31/10/2010,4.25,14514,United Kingdom,8.50
500751,21358,TOAST ITS - HAPPY BIRTHDAY,12,28/11/2010,1.25,13081,United Kingdom,15.00
518769,21558,SKULL LUNCH BOX WITH CUTLERY,1,28/03/2010,2.55,14736,United Kingdom,2.55
496802,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,27/10/2010,3.95,14038,United Kingdom,15.80
534808,21240,BLUE POLKADOT CUP,4,08/06/2010,0.85,14552,United Kingdom,3.40
529304,22064,PINK DOUGHNUT TRINKET POT,12,16/06/2010,1.65,12353,Bahrain,19.80
505174,21933,PINK VINTAGE PAISLEY PICNIC BAG,6,07/10/2010,2.55,17850,United Kingdom,15.30
512407,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,27/08/2010,9.95,13863,United Kingdom,19.90
534216,20766,GARDEN PATH SKETCHBOOK,1,23/09/2010,3.75,14606,United Kingdom,3.75
500883,21577,SAVE THE PLANET COTTON TOTE BAG,6,11/01/2010,2.25,12471,Germany,13.50
498547,21644,ASSORTED TUTTI FRUTTI HEART BOX,1,26/07/2010,1.25,18283,United Kingdom,1.25
518740,22624,IVORY KITCHEN SCALES,2,03/12/2009,8.50,13643,United Kingdom,17.00
503144,85049,SCANDINAVIAN REDS RIBBONS,2,05/03/2010,1.25,14505,United Kingdom,2.50
501386,20754,RETRO RED SPOTTY WASHING UP GLOVES,12,12/10/2010,2.10,16779,United Kingdom,25.20
511281,22423,REGENCY CAKESTAND 3 TIER,1,09/02/2010,12.75,18100,United Kingdom,12.75
537818,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,26/10/2010,2.55,12766,Portugal,15.30
527504,22767,TRIPLE PHOTO FRAME CORNICE,2,27/05/2010,9.95,16996,United Kingdom,19.90
502241,21735,TWO DOOR CURIO CABINET,1,28/06/2010,12.75,17389,United Kingdom,12.75
533139,21190,PINK HEARTS PAPER GARLAND,2,18/08/2010,1.65,17203,United Kingdom,3.30
524537,22073,RED RETROSPOT STORAGE JAR,1,24/03/2010,3.75,14606,United Kingdom,3.75
515305,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,02/06/2010,0.21,14911,EIRE,10.08
537050,22383,LUNCH BAG SUKI DESIGN,20,16/12/2009,1.65,14800,United Kingdom,33.00
492117,21191,LARGE WHITE HONEYCOMB PAPER BELL,4,04/12/2009,2.10,15808,United Kingdom,8.40
495402,84992,72 SWEETHEART FAIRY CAKE CASES,24,20/01/2010,0.55,15303,United Kingdom,13.20
504508,22363,GLASS JAR MARMALADE,6,06/12/2010,2.95,15265,United Kingdom,17.70
507376,21902,"KEY FOB , FRONT DOOR",3,18/07/2010,0.65,13979,United Kingdom,1.95
510353,22180,RETRO SPOT LAMP,1,07/05/2010,9.95,16035,United Kingdom,9.95
490983,"22,073.00",RETRO SPOT STORAGE JAR,-1,30/11/2010,3.75,16955,United Kingdom,-3.75
498636,22379,RECYCLING BAG RETROSPOT,3,28/11/2010,2.10,14159,United Kingdom,6.30
506228,20659,ECONOMY LUGGAGE TAG,1,07/11/2010,1.25,13775,United Kingdom,1.25
515887,22644,CERAMIC CHERRY CAKE MONEY BANK,12,14/12/2009,1.45,14817,United Kingdom,17.40
496737,85014,RED/WHITE DOTS RUFFLED UMBRELLA,3,01/08/2010,5.95,17690,United Kingdom,17.85
521700,20978,36 PENCILS TUBE SKULLS,16,09/12/2010,1.25,14740,United Kingdom,20.00
527375,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,30/06/2010,1.65,14850,United Kingdom,1.65
514601,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,31/08/2010,4.95,17850,United Kingdom,19.80
493815,20966,SANDWICH BATH SPONGE,10,23/05/2010,1.25,12978,United Kingdom,12.50
509873,21238,RED SPOTTY CUP,96,14/06/2010,0.72,17511,United Kingdom,69.12
511705,22107,PIZZA PLATE IN BOX,4,12/03/2010,3.75,13417,United Kingdom,15.00
529592,22632,HAND WARMER RED POLKA DOT,12,17/06/2010,2.10,12921,United Kingdom,25.20
518959,22585,PACK OF 6 BIRDY GIFT TAGS,144,06/12/2010,1.06,13078,United Kingdom,152.64
537354,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,4,27/01/2010,2.55,12748,United Kingdom,10.20
500999,84884,ANT WHITE WIRE HEART SPIRAL,2,14/01/2010,3.95,16933,United Kingdom,7.90
505713,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,18/01/2010,1.95,18178,United Kingdom,19.50
527887,22754,SMALL RED BABUSHKA NOTEBOOK,12,18/11/2010,0.85,14388,United Kingdom,10.20
521811,22176,BLUE OWL SOFT TOY,2,15/09/2010,2.95,16713,United Kingdom,5.90
490304,21589,SWALLOW GIANT TUBE MATCHES,12,01/07/2010,2.55,17593,United Kingdom,30.60
535319,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,22/07/2010,1.65,13458,United Kingdom,19.80
504626,21531,RED RETROSPOT SUGAR JAM BOWL,6,28/02/2010,2.55,15874,United Kingdom,15.30
501625,84510,SET OF 4 NEW ENGLAND COASTERS,10,12/10/2010,1.25,15918,United Kingdom,12.50
491406,85083,KISS REINDEER SCANDINAVIAN STOCKING,3,18/10/2010,2.55,14081,United Kingdom,7.65
519607,21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,1,01/12/2009,2.95,14505,United Kingdom,2.95
525453,21975,PACK OF 60 DINOSAUR CAKE CASES,48,05/11/2010,0.55,14776,United Kingdom,26.40
493757,22189,CREAM HEART CARD HOLDER,4,28/11/2010,3.95,15712,United Kingdom,15.80
506709,21747,SMALL SKULL WINDMILL,2,29/11/2010,1.25,15426,United Kingdom,2.50
491450,21894,POTTING SHED SEED ENVELOPES,60,27/10/2010,1.06,14739,United Kingdom,63.60
515423,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,23/02/2010,2.55,17143,United Kingdom,45.90
510119,84879,ASSORTED COLOUR BIRD ORNAMENT,8,03/08/2010,1.69,15719,United Kingdom,13.52
497572,35004,SET OF 3 BLACK FLYING DUCKS,3,30/07/2010,5.45,12747,United Kingdom,16.35
499890,85170,SET/6 PINK BIRD T-LIGHT CANDLES,4,29/11/2010,2.10,14606,United Kingdom,8.40
500574,21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,12,18/08/2010,1.95,17663,United Kingdom,23.40
501123,84247,FAWN AND MUSHROOM GREETING CARD,12,23/11/2010,0.42,15808,United Kingdom,5.04
514279,22327,ROUND SNACK BOXES SET OF 4 SKULLS,5,22/03/2010,2.95,14451,United Kingdom,14.75
532819,48111,DOORMAT 3 SMILEY CATS,1,04/02/2010,7.95,13230,United Kingdom,7.95
511545,47599,BLUE PARTY BAGS,6,23/07/2010,2.10,15179,United Kingdom,12.60
531343,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12,13/01/2010,0.85,15044,United Kingdom,10.20
510625,22379,RECYCLING BAG RETROSPOT,5,28/03/2010,2.10,15246,United Kingdom,10.50
528962,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,22/02/2010,1.95,14740,United Kingdom,23.40
491636,35833,4 PINK FLOCK CHRISTMAS BALLS,4,22/04/2010,1.25,17754,United Kingdom,5.00
519613,90067,BROWN VINTAGE VICTORIAN EARRINGS,6,29/10/2010,2.95,15154,United Kingdom,17.70
527492,84997,BLUE 3 PIECE POLKADOT CUTLERY SET,1,04/03/2010,3.75,16395,United Kingdom,3.75
532991,84946,ANTIQUE SILVER TEA GLASS ETCHED,72,14/11/2010,1.06,13094,United Kingdom,76.32
508486,21584,RETRO SPOT SMALL TUBE MATCHES,8,30/05/2010,1.65,16456,United Kingdom,13.20
512664,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,25/06/2010,6.45,15719,United Kingdom,12.90
508529,22514,CHILDS GARDEN SPADE BLUE,156,09/03/2010,1.59,18102,United Kingdom,248.04
524955,85066,CREAM SWEETHEART MINI CHEST,2,27/04/2010,12.75,16606,United Kingdom,25.50
494359,17165,ASS COL LARGE SAND GECKO P'WEIGHT,2,01/09/2010,1.05,17962,United Kingdom,2.10
506299,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,02/12/2010,0.21,14849,United Kingdom,10.08
531390,22804,CANDLEHOLDER PINK HANGING HEART,6,14/10/2010,2.95,12892,United Kingdom,17.70
521722,22355,CHARLOTTE BAG SUKI DESIGN,100,15/06/2010,0.72,12594,Italy,72.00
521494,20982,12 PENCILS TALL TUBE SKULLS,12,05/05/2010,0.85,13426,United Kingdom,10.20
511051,22584,PACK OF 6 PANNETONE GIFT BOXES,2,03/10/2010,2.55,12911,United Kingdom,5.10
528130,85047,WHITE BEADED GARLAND STRING 20LIGHT,5,17/12/2009,6.35,13723,United Kingdom,31.75
534623,84536,ENGLISH ROSE NOTEBOOK A7 SIZE,4,05/03/2010,0.42,15506,United Kingdom,1.68
491814,21809,CHRISTMAS HANGING TREE WITH BELL,6,03/03/2010,1.25,15188,United Kingdom,7.50
497209,21873,IF YOU CAN'T STAND THE HEAT MUG,1,04/08/2010,1.25,16788,United Kingdom,1.25
505162,21975,PACK OF 60 DINOSAUR CAKE CASES,4,11/05/2010,0.55,14812,United Kingdom,2.20
521403,21010,ETCHED GLASS BIRD TREE DECORATION,24,25/11/2010,1.25,12744,Singapore,30.00
490135,22305,COFFEE MUG PINK PAISLEY DESIGN,6,25/03/2010,2.55,16003,United Kingdom,15.30
499516,22057,CERAMIC PLATE STRAWBERRY DESIGN,12,21/03/2010,1.49,12779,Poland,17.88
526707,22809,SET OF 6 T-LIGHTS SANTA,6,11/08/2010,2.95,13485,United Kingdom,17.70
498705,22073,RETRO SPOT STORAGE JAR,9,16/09/2010,3.75,14680,United Kingdom,33.75
511611,84997,GREEN 3 PIECE MINI DOTS CUTLERY SET,1,10/11/2010,3.75,15352,United Kingdom,3.75
519404,84997,RED 3 PIECE MINI DOTS CUTLERY SET,72,06/07/2010,3.39,14646,Netherlands,244.08
500574,21593,SWALLOW CIGAR BOX MATCHES,24,01/02/2010,1.25,17663,United Kingdom,30.00
533877,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,16/06/2010,1.25,16161,United Kingdom,15.00
532969,22535,MAGIC DRAWING SLATE BUNNIES,2,07/10/2010,0.42,17992,United Kingdom,0.84
500501,16156,"WRAP, FRIENDSHIP ON GREEN",25,14/11/2010,0.42,18219,United Kingdom,10.50
535979,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,19/11/2010,1.65,14099,United Kingdom,1.65
531750,21481,FAWN BLUE HOT WATER BOTTLE,3,26/03/2010,2.95,15325,United Kingdom,8.85
505167,21943,CAKES AND RABBITS DESIGN FLANNEL,5,07/10/2010,0.85,17841,United Kingdom,4.25
532757,22196,SMALL HEART MEASURING SPOONS,1,25/11/2010,0.85,17288,United Kingdom,0.85
505171,21391,FRENCH EMROIDR LAVENDER SCENT HEART,6,28/04/2010,2.10,16774,United Kingdom,12.60
504893,21447,12 IVORY ROSE PEG PLACE SETTINGS,2,01/12/2010,1.25,15972,United Kingdom,2.50
528667,40001,WHITE BAMBOO RIBS LAMPSHADE,3,16/12/2009,0.85,17871,United Kingdom,2.55
503503,22555,PLASTERS IN TIN STRONGMAN,12,18/06/2010,1.65,12583,France,19.80
506830,48187,DOOR MAT NEW ENGLAND,2,12/11/2010,7.49,13542,United Kingdom,14.98
490472,85049,TRADITIONAL CHRISTMAS RIBBONS,10,05/10/2010,1.25,16485,United Kingdom,12.50
522289,22190,LOCAL CAFE MUG,12,07/11/2010,2.10,16684,United Kingdom,25.20
502838,22465,HANGING METAL STAR LANTERN,1,20/07/2010,1.65,16784,United Kingdom,1.65
505565,48138,DOOR MAT UNION FLAG,2,02/06/2010,7.49,13531,United Kingdom,14.98
511307,22526,WHEELBARROW FOR CHILDREN,2,30/09/2010,12.75,13983,United Kingdom,25.50
494638,84029,RED WOOLLY HOTTIE WHITE HEART.,1,24/02/2010,3.75,16782,United Kingdom,3.75
502820,21259,VICTORIAN SEWING BOX SMALL,2,28/11/2010,5.95,14849,United Kingdom,11.90
536520,22919,HERB MARKER MINT,2,07/07/2010,0.65,14729,United Kingdom,1.30
491662,35649,VINTAGE BEAD COSMETIC BAG,4,17/02/2010,3.35,15169,United Kingdom,13.40
500233,20670,VIP HOLIDAY PURSE,2,17/11/2010,2.95,13544,United Kingdom,5.90
522461,47369,BLUE GREEN EMBROIDERY COSMETIC BAG,6,09/07/2010,2.95,14381,United Kingdom,17.70
534321,21175,GIN + TONIC DIET METAL SIGN,4,04/08/2010,2.10,15039,United Kingdom,8.40
529987,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,07/11/2010,0.85,18116,United Kingdom,0.85
515910,21867,PINK UNION JACK LUGGAGE TAG,12,19/02/2010,1.06,14298,United Kingdom,12.72
508864,84580,MOUSE TOY WITH PINK T-SHIRT,4,12/11/2010,3.75,17589,United Kingdom,15.00
502925,84031,CHARLIE+LOLA RED HOT WATER BOTTLE,1,20/05/2010,4.65,17841,United Kingdom,4.65
527404,22757,LARGE RED BABUSHKA NOTEBOOK,12,01/11/2010,1.25,14800,United Kingdom,15.00
507359,21155,RED SPOTTY PEG BAG,6,21/09/2010,2.10,17028,United Kingdom,12.60
520535,22623,BOX OF VINTAGE JIGSAW BLOCKS,6,19/01/2010,4.95,13047,United Kingdom,29.70
534003,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,8,10/11/2010,1.65,17589,United Kingdom,13.20
507678,22383,LUNCH BAG SUKI DESIGN,20,06/05/2010,1.65,15633,United Kingdom,33.00
517070,85047,WHITE BEADED GARLAND STRING 20LIGHT,12,19/11/2010,6.35,14257,United Kingdom,76.20
505709,20981,12 PENCILS TALL TUBE WOODLAND,1,18/02/2010,0.85,13050,United Kingdom,0.85
529327,21217,RED RETROSPOT ROUND CAKE TINS,1,03/10/2010,9.95,13089,United Kingdom,9.95
513112,90185,AMBER DIAMANTE EXPANDABLE RING,1,17/08/2010,4.25,17338,United Kingdom,4.25
514509,48138,DOORMAT UNION FLAG,20,30/06/2010,6.35,15369,United Kingdom,127.00
522974,22649,STRAWBERRY FAIRY CAKE TEAPOT,4,25/11/2010,4.95,17582,United Kingdom,19.80
522723,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,04/03/2010,1.25,14701,United Kingdom,1.25
536353,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,21/10/2010,2.10,17160,United Kingdom,25.20
504459,20748,KENSINGTON COFFEE SET,1,05/07/2010,12.75,14998,United Kingdom,12.75
499897,82587,TEXRIO TOMATOES CANDLE+CUP,12,26/09/2010,1.06,14298,United Kingdom,12.72
512282,84987,SET OF 36 TEATIME PAPER DOILIES,12,01/12/2010,1.45,14911,EIRE,17.40
512751,20840,FRENCH FLORAL CUSHION COVER,6,01/07/2010,2.95,17953,United Kingdom,17.70
534669,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,26/04/2010,0.85,12577,France,10.20
495237,21504,SKULLS GREETING CARD,12,09/03/2010,0.42,17160,United Kingdom,5.04
537227,22837,HOT WATER BOTTLE BABUSHKA,4,06/05/2010,4.65,17677,United Kingdom,18.60
495395,47481,50CM METAL STRING WITH 7 CLIPS,1,22/06/2010,0.85,14986,United Kingdom,0.85
500233,22456,NATURAL SLATE CHALKBOARD LARGE,1,25/11/2010,4.95,13544,United Kingdom,4.95
513021,37502,TEA TIME MUG IN GIFT BOX,2,07/01/2010,2.95,16815,United Kingdom,5.90
514514,22508,DOORSTOP RETROSPOT HEART,2,18/06/2010,3.75,15976,United Kingdom,7.50
505456,21466,RED FLOWER CROCHET FOOD COVER,6,10/01/2010,3.75,14735,United Kingdom,22.50
513210,22583,PACK OF 6 HANDBAG GIFT BOXES,12,25/01/2010,2.55,16325,United Kingdom,30.60
528633,22077,6 RIBBONS RUSTIC CHARM,1,11/11/2010,1.65,13544,United Kingdom,1.65
536843,22966,GINGERBREAD MAN COOKIE CUTTER,12,02/02/2010,1.25,17552,United Kingdom,15.00
500123,21975,PACK OF 60 DINOSAUR CAKE CASES,24,02/05/2010,0.55,14911,EIRE,13.20
532666,21181,PLEASE ONE PERSON METAL SIGN,2,23/05/2010,2.10,15356,United Kingdom,4.20
533074,21348,PINK SPOTS CHOCOLATE NESTING BOXES,6,01/12/2009,2.55,14298,United Kingdom,15.30
524299,22505,MEMO BOARD COTTAGE DESIGN,4,25/10/2010,4.95,14911,EIRE,19.80
533974,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,05/03/2010,2.10,15483,United Kingdom,6.30
526388,22434,BALLOON PUMP WITH 10 BALLOONS,2,24/09/2010,1.95,17264,United Kingdom,3.90
493707,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,08/08/2010,1.45,13965,United Kingdom,17.40
491092,85152,HAND OVER THE CHOCOLATE SIGN,12,18/07/2010,2.10,13680,United Kingdom,25.20
528449,"85,014.00",RED RETROSPOT UMBRELLA,-2,10/10/2010,5.95,13703,United Kingdom,-11.90
503144,21591,COSY HOUR CIGAR BOX MATCHES,1,02/11/2010,1.25,14505,United Kingdom,1.25
529355,22457,NATURAL SLATE HEART CHALKBOARD,6,20/10/2010,2.95,16634,United Kingdom,17.70
527870,22423,REGENCY CAKESTAND 3 TIER,80,09/12/2009,10.95,16684,United Kingdom,876.00
498156,85039,SET/4 RED MINI ROSE CANDLE IN BOWL,24,06/09/2010,1.65,17888,United Kingdom,39.60
524966,22951,72 CAKE CASES DOLLY GIRL DESIGN,24,17/10/2010,0.55,15764,United Kingdom,13.20
505177,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,03/06/2010,6.35,13042,United Kingdom,6.35
497603,20979,36 PENCILS TUBE RED SPOTTY,16,14/04/2010,1.25,12567,France,20.00
522977,21463,MIRRORED DISCO BALL,1,23/11/2010,5.95,15483,United Kingdom,5.95
510671,85185,FROG SOCK PUPPET,1,09/05/2010,2.95,16896,United Kingdom,2.95
522719,85066,CREAM SWEETHEART MINI CHEST,4,23/11/2010,12.75,13202,United Kingdom,51.00
499895,85232,SET/3 RUSSIAN DOLL STACKING TINS,1,30/09/2010,4.95,14593,United Kingdom,4.95
527377,85099,JUMBO BAG RED RETROSPOT,10,01/11/2010,1.95,15898,United Kingdom,19.50
527428,20767,BLUE PAISLEY JOURNAL,1,05/02/2010,2.55,16283,United Kingdom,2.55
501043,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,27/07/2010,0.55,14911,EIRE,13.20
523192,22585,PACK OF 6 BIRDY GIFT TAGS,1,04/10/2010,1.25,15167,United Kingdom,1.25
518768,20802,SMALL GLASS SUNDAE DISH CLEAR,6,01/10/2010,1.65,14409,United Kingdom,9.90
528321,22547,MINI JIGSAW DINOSAUR,2,21/01/2010,0.42,14606,United Kingdom,0.84
505066,22515,CHILDS GARDEN SPADE PINK,12,23/11/2010,2.1,13407,United Kingdom,25.20
529924,22530,MAGIC DRAWING SLATE DOLLY GIRL,24,22/03/2010,0.42,12347,Iceland,10.08
516116,22631,CIRCUS PARADE LUNCH BOX,2,01/03/2010,1.95,15452,United Kingdom,3.90
531803,20828,GLITTER BUTTERFLY CLIPS,4,03/03/2010,2.55,14077,United Kingdom,10.20
529843,21364,PEACE SMALL WOOD LETTERS,1,10/10/2010,6.75,16065,United Kingdom,6.75
499965,21592,RETRO SPOT CIGAR BOX MATCHES,2,16/09/2010,1.25,16461,United Kingdom,2.50
507432,71459,HANGING JAM JAR T-LIGHT HOLDER,12,12/11/2010,0.85,16655,United Kingdom,10.20
535104,22557,PLASTERS IN TIN VINTAGE PAISLEY,192,16/05/2010,1.45,16684,United Kingdom,278.40
498602,"85,232.00",SET/3 RUSSIAN DOLL STACKING TINS,-1,26/07/2010,4.95,15326,United Kingdom,-4.95
528147,22574,HEART WOODEN CHRISTMAS DECORATION,40,18/05/2010,0.85,17038,United Kingdom,34.00
511473,22138,BAKING SET 9 PIECE RETROSPOT,3,11/08/2010,4.95,12840,United Kingdom,14.85
537743,22798,ANTIQUE GLASS DRESSING TABLE POT,8,25/11/2010,2.95,17706,United Kingdom,23.60
504416,82583,HOT BATHS METAL SIGN,12,07/07/2010,2.10,13590,United Kingdom,25.20
495716,47568,ENGLISH ROSE DESIGN PEG BAG,6,21/09/2010,2.10,12905,United Kingdom,12.60
505730,21533,RETRO SPOT LARGE MILK JUG,3,22/10/2010,4.95,13455,United Kingdom,14.85
492795,20751,FUNKY WASHING UP GLOVES ASSORTED,8,05/01/2010,2.10,18077,United Kingdom,16.80
494651,90111,BLUE HIBISCUS HAIR CLIP,1,16/12/2009,1.05,16510,United Kingdom,1.05
534035,22662,LUNCH BAG DOLLY GIRL DESIGN,10,15/04/2010,1.65,13124,United Kingdom,16.50
519005,21390,FILIGRIS HEART WITH BUTTERFLY,3,12/08/2010,1.25,16549,United Kingdom,3.75
532010,22938,CUPCAKE LACE PAPER SET 6,2,16/07/2010,1.95,17321,United Kingdom,3.90
525892,84946,ANTIQUE SILVER TEA GLASS ETCHED,3,21/09/2010,1.25,16411,United Kingdom,3.75
510136,21245,GREEN SPOTTY PLATE,2,03/12/2010,1.69,15878,United Kingdom,3.38
499530,"21,756.00",BATH BUILDING BLOCK WORD,-3,03/11/2010,5.95,13446,United Kingdom,-17.85
518080,21826,EIGHT PIECE DINOSAUR SET,12,15/06/2010,1.25,15628,United Kingdom,15.00
506091,85123,WHITE HANGING HEART T-LIGHT HOLDER,6,08/11/2010,2.95,15402,United Kingdom,17.70
512409,22197,SMALL POPCORN HOLDER,12,25/07/2010,0.85,16307,United Kingdom,10.20
504151,21077,SET/20 WOODLAND PAPER NAPKINS,12,05/10/2010,0.85,14011,United Kingdom,10.20
536401,21463,MIRRORED DISCO BALL,1,13/09/2010,5.95,15862,United Kingdom,5.95
528588,22803,IVORY EMBROIDERED QUILT,1,22/12/2009,39.95,14080,United Kingdom,39.95
534210,20985,HEART CALCULATOR,1,22/11/2010,1.25,18069,United Kingdom,1.25
525706,22421,LIPSTICK PEN FUSCHIA,5,12/10/2010,0.42,17075,United Kingdom,2.10
492808,84029,RED WOOLLY HOTTIE WHITE HEART.,24,22/11/2010,2.95,13078,United Kingdom,70.80
490759,85034,3 GARDENIA MORRIS BOXED CANDLES,48,19/10/2010,3.81,15971,United Kingdom,182.88
515884,21621,VINTAGE UNION JACK BUNTING,1,14/02/2010,8.50,16435,United Kingdom,8.50
536987,48184,DOORMAT ENGLISH ROSE,1,26/09/2010,7.95,17198,United Kingdom,7.95
536112,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,12,21/04/2010,2.10,12782,Portugal,25.20
499254,21844,RETRO SPOT MUG,36,07/10/2010,2.55,13408,United Kingdom,91.80
521907,21485,RED SPOT HEART HOT WATER BOTTLE,3,24/06/2010,4.95,17377,United Kingdom,14.85
525088,22437,SET OF 9 BLACK SKULL BALLOONS,10,25/04/2010,0.85,17366,United Kingdom,8.50
503151,21591,COSY HOUR CIGAR BOX MATCHES,24,16/06/2010,1.06,14298,United Kingdom,25.44
532350,21931,JUMBO STORAGE BAG SUKI,2,26/04/2010,1.95,15998,United Kingdom,3.90
519722,79067,CORONA MEXICAN TRAY,4,19/04/2010,3.75,12435,Denmark,15.00
492247,79323,SILVER CHERRY LIGHTS,4,10/09/2010,6.75,16736,United Kingdom,27.00
512071,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,4,02/11/2010,1.49,13736,United Kingdom,5.96
491672,72800,4 IVORY DINNER CANDLES GOLD FLOCK,12,28/11/2010,0.79,17172,United Kingdom,9.48
505351,22138,BAKING SET 9 PIECE RETROSPOT,3,23/11/2010,4.95,17884,United Kingdom,14.85
528615,21144,PINK POODLE HANGING DECORATION,4,20/09/2010,0.38,17231,United Kingdom,1.52
521179,85066,CREAM SWEETHEART MINI CHEST,2,21/06/2010,12.75,12831,United Kingdom,25.50
527030,22855,FINE WICKER HEART,12,22/11/2010,1.25,16518,United Kingdom,15.00
532438,85049,BABY BOOM RIBBONS,1,01/10/2010,1.25,18022,United Kingdom,1.25
509459,21633,SUNFLOWER DECORATIVE PARASOL,1,29/01/2010,12.75,16233,United Kingdom,12.75
495512,79066,RETRO MOD TRAY,10,18/10/2010,0.85,16700,United Kingdom,8.50
502890,21231,SWEETHEART CERAMIC TRINKET BOX,6,05/09/2010,1.25,15039,United Kingdom,7.50
501925,85167,BLACK GRAND BAROQUE PHOTO FRAME,2,07/06/2010,4.25,15311,United Kingdom,8.50
532443,47599,PINK PARTY BAGS,6,10/03/2010,2.10,12360,Austria,12.60
530567,20974,12 PENCILS SMALL TUBE SKULL,5,11/08/2010,0.65,17254,United Kingdom,3.25
525717,15056,EDWARDIAN PARASOL PINK,3,11/11/2010,5.95,13418,United Kingdom,17.85
496474,85123,WHITE HANGING HEART T-LIGHT HOLDER,13,04/02/2010,2.95,13173,United Kingdom,38.35
507388,72351,SET/6 PINK BUTTERFLY T-LIGHTS,2,24/11/2010,2.10,14474,United Kingdom,4.20
523362,82482,WOODEN PICTURE FRAME WHITE FINISH,12,18/06/2010,2.10,17850,United Kingdom,25.20
532653,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,27/10/2010,6.45,14024,United Kingdom,19.35
494148,22261,FELT EGG COSY WHITE RABBIT,1,20/04/2010,0.85,15311,United Kingdom,0.85
503968,21868,POTTING SHED TEA MUG,24,13/01/2010,1.25,15129,United Kingdom,30.00
531750,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,15/06/2010,0.55,15325,United Kingdom,1.65
528641,22203,MILK PAN RED RETROSPOT,4,09/02/2010,3.75,12494,France,15.00
514845,21114,LAVENDER SCENTED FABRIC HEART,30,21/11/2010,1.25,18171,United Kingdom,37.50
497124,82613,"METAL SIGN,CUPCAKE SINGLE HOOK",5,10/03/2010,1.25,13564,United Kingdom,6.25
531431,22453,MEASURING TAPE BABUSHKA BLUE,6,19/02/2010,2.95,13138,United Kingdom,17.70
491715,85226,WHITE/BLUE PULL BACK RACING CAR,12,11/08/2010,0.55,14277,France,6.60
530014,21645,ASSORTED TUTTI FRUTTI ROUND BOX,1,30/03/2010,1.65,17238,United Kingdom,1.65
522903,21241,GREEN SPOTTY CUP,6,16/03/2010,0.85,13443,United Kingdom,5.10
496321,84854,GIRLY PINK TOOL SET,1,27/09/2010,4.95,16014,United Kingdom,4.95
498290,21669,BLUE STRIPE CERAMIC DRAWER KNOB,96,03/11/2010,1.06,17858,United Kingdom,101.76
530955,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,13/08/2010,0.85,16128,United Kingdom,10.20
530290,"22,427.00",ENAMEL FLOWER JUG CREAM,-1,10/09/2010,5.95,14593,United Kingdom,-5.95
